id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,city,state,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,number_of_reviews,first_review,last_review,date_listed
117862,"Seattle, Washington, United States",within an hour,75,73,f,South Lake Union,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,800.0,2500.0,500.0,50.0,2,19,2011-06-20,2015-06-14,2016-09-03
7777219,"Seattle, Washington, United States",within a few hours,77,99,f,South Lake Union,2.0,2.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,1100.0,3500.0,100.0,25.0,1,4,2015-08-13,2015-10-02,2016-09-25
7203765,"Seattle, Washington, United States",,74,82,f,South Lake Union,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,600.0,2600.0,,50.0,3,1,2015-08-09,2015-08-09,2016-11-06
7840228,"Seattle, Washington, United States",within an hour,99,96,t,Belltown,48.0,48.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,183.0,1300.0,4000.0,300.0,60.0,2,6,2015-08-16,2015-09-21,2016-12-11
7438635,"Seattle, Washington, United States",within an hour,75,98,f,South Lake Union,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,220.0,1295.0,3995.0,500.0,55.0,1,12,2015-08-08,2015-12-31,2016-05-09
9389755,"Seattle, Washington, United States",within an hour,98,92,f,South Lake Union,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,119.0,749.0,3570.0,100.0,60.0,1,3,2015-11-28,2015-12-06,2016-06-17
9151865,"Seattle, Washington, United States",within a few hours,78,81,f,South Lake Union,2.0,2.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,525.0,2250.0,100.0,25.0,1,1,2015-12-12,2015-12-12,2016-05-10
7204672,"Seattle, Washington, United States",within a day,95,76,f,Magnolia,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'kba']",t,t,Seattle,WA,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,200.0,1250.0,6000.0,200.0,75.0,1,2,2015-08-20,2015-08-23,2016-01-10
5579427,"Seattle, Washington, United States",within a day,80,87,f,Magnolia,4.0,4.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,229.0,1400.0,4500.0,300.0,150.0,2,4,2015-07-27,2015-08-20,2016-11-28
6734621,"Seattle, Washington, United States",within an hour,93,95,t,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Townhouse,Entire home/apt,10,3.5,3.0,5.0,Real Bed,333.0,2200.0,5649.0,360.0,130.0,1,29,2015-06-14,2016-01-02,2016-05-26
2263643,"Seattle, Washington, United States",within an hour,80,98,f,Magnolia,2.0,2.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,41.0,298.0,1050.0,,10.0,2,57,2014-06-15,2015-12-17,2016-07-04
4608208,"Seattle, Washington, United States",within an hour,93,85,t,Magnolia,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,500.0,1764.0,,,1,39,2014-12-15,2016-01-02,2016-07-03
9999955,"Seattle, Washington, United States",within a day,89,83,f,Magnolia,1.0,1.0,"['email', 'phone', 'linkedin', 'jumio']",t,t,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,385.0,1650.0,,20.0,1,0,,,2016-06-01
3528627,"Seattle, Washington, United States",a few days or more,77,83,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,70.0,430.0,1200.0,,,1,20,2014-07-14,2015-10-31,2016-03-18
8048333,"Sammamish, Washington, United States",within a few hours,70,97,t,Magnolia,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,97.0,1100.0,2000.0,500.0,120.0,2,0,,,2016-08-13
8050642,"Seattle, Washington, United States",within an hour,93,93,t,Capitol Hill,13.0,13.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,350.0,2450.0,10500.0,500.0,250.0,3,3,2015-09-07,2015-12-15,2016-05-03
7329805,"Houston, Texas, United States",within an hour,76,73,f,Magnolia,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,200.0,1400.0,6000.0,250.0,100.0,2,7,2015-08-22,2015-12-21,2016-01-20
6848455,"Seattle, Washington, United States",within a day,87,95,f,Magnolia,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Seattle,WA,Townhouse,Entire home/apt,5,2.5,3.0,3.0,Real Bed,225.0,1575.0,6750.0,,100.0,2,9,2015-06-16,2015-12-01,2016-02-22
9695233,"Seattle, Washington, United States",within a few hours,90,95,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,805.0,3450.0,,,1,0,,,2016-08-25
5164581,"Seattle, Washington, United States",within an hour,77,81,f,Magnolia,4.0,4.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,255.0,966.0,100.0,8.0,1,58,2015-02-08,2016-01-03,2016-12-16
2208757,"Seattle, Washington, United States",within an hour,71,88,f,Magnolia,4.0,4.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Townhouse,Entire home/apt,8,2.5,3.0,3.0,Real Bed,150.0,1050.0,4500.0,100.0,50.0,1,0,,,2016-04-30
226536,"Seattle, Washington, United States",within an hour,92,97,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,46.0,320.0,825.0,95.0,20.0,1,25,2011-11-13,2015-10-29,2016-03-29
176678,"Seattle, Washington, United States",within an hour,74,70,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,64.0,495.0,1600.0,,,2,57,2012-04-10,2015-10-10,2016-04-06
7050534,"Seattle, Washington, United States",,83,80,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,875.0,3750.0,,15.0,2,3,2015-07-05,2015-08-09,2016-08-05
8248970,"Palo Alto, California, United States",within a day,96,91,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,250.0,1975.0,7500.0,250.0,75.0,3,2,2015-10-03,2015-11-27,2016-12-25
4824699,"Seattle, Washington, United States",within an hour,85,82,f,,1.0,1.0,"['email', 'phone', 'kba']",t,f,Seattle,WA,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,147.0,737.0,2498.0,200.0,25.0,2,0,,,2016-01-28
3876097,"Seattle, Washington, United States",within an hour,89,72,f,Magnolia,2.0,2.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Bed & Breakfast,Shared room,1,1.0,1.0,1.0,Couch,30.0,238.0,840.0,,10.0,2,16,2014-08-20,2015-11-23,2016-03-12
1260259,"Seattle, Washington, United States",within a few hours,99,81,t,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,1050.0,2700.0,,,1,64,2013-06-24,2015-12-01,2016-11-18
8443952,"Seattle, Washington, United States",within a day,87,73,f,Magnolia,1.0,1.0,"['email', 'phone']",t,f,Seattle,WA,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,78.0,500.0,2340.0,,45.0,2,0,,,2016-10-17
10068879,"Seattle, Washington, United States",,82,84,f,Magnolia,1.0,1.0,"['email', 'phone']",t,f,Seattle,WA,Bed & Breakfast,Entire home/apt,4,1.0,1.0,2.0,Real Bed,120.0,840.0,3600.0,100.0,25.0,1,0,,,2016-02-13
8173487,"Seattle, Washington, United States",within a few hours,77,91,f,Magnolia,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Condominium,Entire home/apt,5,2.0,3.0,2.0,Real Bed,280.0,1700.0,6400.0,300.0,100.0,2,2,2015-09-07,2015-12-01,2016-06-21
685600,"Seattle, Washington, United States",within a day,81,87,f,Magnolia,4.0,4.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,500.0,1700.0,100.0,50.0,2,8,2014-08-10,2015-05-04,2016-01-23
8483477,"Seattle, Washington, United States",within a few hours,94,84,f,,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,178.0,1246.0,5340.0,,,1,1,2015-09-27,2015-09-27,2016-10-04
10136155,"Seattle, Washington, United States",,71,85,f,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,8,1.0,5.0,5.0,Real Bed,480.0,3360.0,14400.0,,,1,0,,,2016-04-12
6959336,"Seattle, Washington, United States",within a day,83,71,f,Magnolia,4.0,4.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,129.0,800.0,3870.0,200.0,100.0,2,3,2015-07-07,2015-07-20,2016-07-12
5195064,"Seattle, Washington, United States",within an hour,72,94,f,Magnolia,4.0,4.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,305.0,1120.0,100.0,8.0,1,64,2015-02-18,2015-12-26,2016-07-18
9961538,"Seattle, Washington, United States",within an hour,74,94,f,Magnolia,4.0,4.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Townhouse,Private room,4,1.0,1.0,1.0,Real Bed,50.0,350.0,1500.0,100.0,15.0,1,0,,,2016-11-17
8301680,"Seattle, Washington, United States",,92,97,f,Magnolia,1.0,1.0,"['phone', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,175.0,1225.0,5250.0,500.0,100.0,1,1,2015-11-29,2015-11-29,2016-07-14
492287,"Seattle, Washington, United States",within an hour,85,70,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Airbed,88.0,616.0,2640.0,100.0,20.0,1,71,2012-06-03,2015-11-29,2016-10-31
8029177,"Seattle, Washington, United States",within a few hours,75,85,f,Magnolia,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,700.0,2200.0,,30.0,2,4,2015-08-31,2015-10-25,2016-06-18
7343707,US,within an hour,75,87,f,Magnolia,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,225.0,1071.0,3200.0,150.0,50.0,2,14,2015-08-08,2015-12-27,2016-11-21
8882345,"Seattle, Washington, United States",within a few hours,81,87,f,Magnolia,1.0,1.0,"['email', 'phone']",t,f,Seattle,WA,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,200.0,1000.0,6000.0,300.0,75.0,2,0,,,2016-06-28
7676574,"Seattle, Washington, United States",within an hour,81,77,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,6,1.5,2.0,4.0,Real Bed,250.0,1750.0,4400.0,300.0,75.0,3,4,2015-09-13,2015-11-28,2016-01-25
3354761,"Seattle, Washington, United States",within an hour,81,86,t,Magnolia,2.0,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,9,1.5,0.0,4.0,Real Bed,95.0,665.0,2850.0,375.0,100.0,4,9,2014-07-27,2015-04-15,2016-12-28
3561237,"Seattle, Washington, United States",within an hour,80,77,t,Magnolia,2.0,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,15,4.0,4.0,7.0,Real Bed,172.0,2398.0,7500.0,750.0,150.0,1,19,2014-07-20,2015-10-18,2016-12-13
1831338,"Seattle, Washington, United States",within a day,81,90,f,Magnolia,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Futon,99.0,693.0,2970.0,,15.0,1,17,2014-06-11,2015-08-09,2016-01-22
1840671,"Seattle, Washington, United States",within a day,97,90,f,Magnolia,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Futon,99.0,693.0,2970.0,,15.0,1,11,2014-07-13,2015-09-07,2016-02-27
5559643,US,a few days or more,88,71,f,Magnolia,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,175.0,1000.0,2950.0,,95.0,1,13,2015-03-28,2015-08-11,2016-12-24
8327083,"Seattle, Washington, United States",within an hour,79,82,t,Capitol Hill,13.0,13.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,350.0,2450.0,10500.0,500.0,250.0,3,1,2015-12-09,2015-12-09,2016-07-29
8087037,"Seattle, Washington, United States",within a day,70,77,f,Magnolia,4.0,4.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,450.0,1200.0,100.0,25.0,1,0,,,2016-01-22
1696015,"Seattle, Washington, United States",within a few hours,70,83,f,Magnolia,6.0,6.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,10,2.0,3.0,3.0,Real Bed,375.0,2625.0,11250.0,995.0,195.0,3,15,2014-03-07,2015-11-02,2016-03-09
6855839,"Seattle, Washington, United States",within an hour,81,98,t,Belltown,4.0,4.0,"['phone', 'linkedin', 'reviews', 'kba']",t,f,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,144.0,1008.0,3300.0,300.0,60.0,2,28,2015-06-18,2016-01-03,2016-12-10
3345341,"New York, New York, United States",within a few hours,71,80,f,Belltown,2.0,2.0,"['phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,f,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,999.0,6993.0,29970.0,95.0,85.0,1,54,2014-06-23,2015-06-28,2016-01-29
4410493,"Spokane, Washington, United States",within an hour,72,76,f,Central Business District,169.0,169.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,138.0,966.0,4140.0,,99.0,2,10,2015-01-01,2015-12-24,2016-01-07
19619,"Kent, Washington, United States",within a few hours,83,77,f,Belltown,34.0,34.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,145.0,1015.0,4350.0,,96.0,2,17,2010-09-04,2015-05-02,2016-01-07
7597244,"Seattle, Washington, United States",within an hour,79,74,f,Belltown,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,900.0,3300.0,,40.0,1,4,2015-11-25,2015-12-16,2016-01-08
5736082,US,a few days or more,72,96,f,Belltown,2.0,2.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,45.0,315.0,1350.0,,10.0,1,6,2015-05-19,2015-08-31,2016-02-02
3697351,"Seattle, Washington, United States",within a day,84,73,f,Belltown,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Shared room,2,1.0,1.0,1.0,Futon,35.0,260.0,1050.0,,,1,108,2014-07-28,2015-12-06,2016-03-06
6958436,"Seattle, Washington, United States",within a few hours,74,86,f,Belltown,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,225.0,1750.0,6750.0,500.0,60.0,3,2,2015-08-04,2015-10-24,2016-04-14
9652574,"Seattle, Washington, United States",within a few hours,95,98,f,Belltown,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,50.0,350.0,1500.0,,,2,1,2015-11-29,2015-11-29,2016-05-17
7109376,"Seattle, Washington, United States",within a day,93,99,f,Belltown,36.0,36.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,120.0,840.0,3600.0,,149.0,2,0,,,2016-05-26
3534364,"Seattle, Washington, United States",within a few hours,71,77,f,Belltown,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,1000.0,3000.0,,25.0,7,10,2014-07-14,2015-09-15,2016-12-17
6671901,"Seattle, Washington, United States",within an hour,78,75,f,Belltown,3.0,3.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,120.0,1000.0,4500.0,,10.0,2,28,2015-06-10,2015-11-25,2016-02-25
6370313,US,within a few hours,95,95,f,Fenway/Kenmore,502.0,502.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,249.0,1900.0,7400.0,,100.0,5,4,2015-08-24,2015-10-12,2016-10-18
9863484,"Seattle, Washington, United States",within an hour,74,71,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,95.0,495.0,1600.0,250.0,60.0,2,2,2015-12-14,2015-12-20,2016-03-07
7249631,"Seattle, Washington, United States",within an hour,95,85,t,Belltown,4.0,4.0,"['phone', 'linkedin', 'reviews', 'kba']",t,f,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,1050.0,3500.0,300.0,60.0,2,19,2015-07-24,2015-12-30,2016-11-13
9183838,US,within an hour,72,98,f,Stevens,2.0,2.0,"['email', 'linkedin', 'reviews', 'jumio']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,900.0,4000.0,200.0,61.0,1,1,2015-12-06,2015-12-06,2016-09-22
6222245,"Seattle, Washington, United States",within a day,75,77,f,Belltown,36.0,36.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,130.0,910.0,3900.0,,164.0,3,2,2015-08-12,2015-11-29,2016-09-19
10292753,"Seattle, Washington, United States",within an hour,71,85,f,Belltown,5.0,5.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,105.0,735.0,3150.0,250.0,50.0,3,0,,,2016-05-19
7760836,"Seattle, Washington, United States",within an hour,92,81,f,Belltown,5.0,5.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Loft,Entire home/apt,6,1.0,0.0,3.0,Real Bed,105.0,825.0,2900.0,150.0,50.0,1,6,2015-09-07,2015-12-15,2016-10-04
7324993,"Seattle, Washington, United States",within a few hours,96,95,f,Belltown,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,175.0,1100.0,5250.0,,60.0,2,12,2015-10-02,2015-12-13,2016-02-05
5760902,"Seattle, Washington, United States",within an hour,94,99,f,Pike Place Market,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,100.0,700.0,3000.0,100.0,,2,54,2015-05-04,2015-12-30,2016-12-23
7035498,"Seattle, Washington, United States",within an hour,82,87,t,Belltown,2.0,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,903.0,3870.0,300.0,61.0,2,31,2015-07-26,2016-01-03,2016-04-11
8956631,Seattle/San Fransisco/Taipei,within an hour,96,84,f,Belltown,6.0,6.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,90.0,630.0,2700.0,250.0,65.0,1,13,2015-10-25,2015-12-16,2016-06-10
6766708,"Seattle, Washington, United States",within an hour,81,85,t,Belltown,48.0,48.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Condominium,Entire home/apt,6,2.5,2.0,3.0,Real Bed,350.0,2500.0,8500.0,500.0,110.0,20,3,2015-06-19,2015-08-07,2016-11-23
6992696,"Seattle, Washington, United States",,72,72,f,Lower Queen Anne,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,199.0,1000.0,3500.0,,,1,5,2015-07-10,2015-08-15,2016-06-26
4264043,"Seattle, Washington, United States",within an hour,95,72,f,Belltown,3.0,3.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75.0,525.0,2250.0,,10.0,2,76,2014-10-13,2015-12-14,2016-02-24
6186081,"Seattle, Washington, United States",within an hour,73,96,f,Belltown,5.0,5.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,800.0,2900.0,,50.0,3,25,2015-06-19,2016-01-03,2016-07-22
1472532,Seattle,within a few hours,86,77,f,Belltown,5.0,5.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,80.0,1100.0,3900.0,,35.0,1,181,2013-08-15,2015-12-27,2016-11-18
5900224,"Seattle, Washington, United States",within a few hours,76,87,t,Belltown,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,1050.0,4500.0,300.0,40.0,2,12,2015-05-04,2015-11-29,2016-05-27
9374358,"Seattle, Washington, United States",within an hour,78,72,f,Belltown,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,95.0,665.0,2850.0,,,2,6,2015-11-16,2015-12-23,2016-08-30
5874421,"Seattle, Washington, United States",within an hour,77,71,t,Belltown,48.0,48.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,139.0,1200.0,4000.0,300.0,60.0,2,39,2015-04-13,2015-12-11,2016-01-27
8829474,"Seattle, Washington, United States",within an hour,83,87,t,Belltown,48.0,48.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,139.0,1000.0,3200.0,200.0,60.0,2,2,2015-10-18,2015-10-25,2016-12-10
6228474,"Kent, Washington, United States",within a few hours,81,71,f,Belltown,34.0,34.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,275.0,1925.0,8250.0,,95.0,2,3,2015-06-21,2015-10-25,2016-01-11
4637670,"Seattle, Washington, United States",within an hour,79,70,f,Central Business District,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,135.0,945.0,4050.0,100.0,,2,37,2014-12-01,2015-10-27,2016-06-19
3995007,"Seattle, Washington, United States",within an hour,76,97,f,Belltown,5.0,5.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Condominium,Entire home/apt,5,1.0,1.0,3.0,Real Bed,128.0,896.0,3200.0,150.0,45.0,1,67,2014-09-08,2015-12-20,2016-07-16
19611,"Kent, Washington, United States",within a few hours,87,80,f,Belltown,34.0,34.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,,1.0,2.0,Real Bed,107.0,749.0,3210.0,,96.0,2,26,2010-03-23,2015-11-12,2016-03-19
10076279,"Bloomington, Indiana, United States",within a day,87,78,f,Belltown,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,1050.0,4500.0,,,2,0,,,2016-04-28
1200829,"Kent, Washington, United States",within a few hours,94,99,f,Belltown,34.0,34.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,700.0,3000.0,,96.0,2,20,2013-09-10,2015-12-16,2016-08-08
3673759,"Sammamish, Washington, United States",,87,72,t,Belltown,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,700.0,3000.0,250.0,70.0,3,61,2014-07-28,2015-10-13,2016-09-14
